item,itemID,type,choices,complexity_category,definition
deas,item_1022,DESCRIPTIVE WORDS,produces; doesn't produce,,deas
nice,item_1023,DESCRIPTIVE WORDS,produces; doesn't produce,,nice
déanta,item_1024,DESCRIPTIVE WORDS,produces; doesn't produce,,déanta
finished,item_1025,DESCRIPTIVE WORDS,produces; doesn't produce,,finished
donn,item_1026,DESCRIPTIVE WORDS,produces; doesn't produce,,donn
brown,item_1027,DESCRIPTIVE WORDS,produces; doesn't produce,,brown
dorcha,item_1028,DESCRIPTIVE WORDS,produces; doesn't produce,,dorcha
dark,item_1029,DESCRIPTIVE WORDS,produces; doesn't produce,,dark
dubh,item_1030,DESCRIPTIVE WORDS,produces; doesn't produce,,dubh
black,item_1031,DESCRIPTIVE WORDS,produces; doesn't produce,,black
(ina)codladh,item_1032,DESCRIPTIVE WORDS,produces; doesn't produce,,(ina)codladh
asleep,item_1033,ANIMALS (Real or toy),produces; doesn't produce,,asleep
(ina)dúiseacht,item_1034,DESCRIPTIVE WORDS,produces; doesn't produce,,(ina)dúiseacht
awake,item_1035,ANIMALS (Real or toy),produces; doesn't produce,,awake
éadrom,item_1036,DESCRIPTIVE WORDS,produces; doesn't produce,,éadrom
light,item_1037,DESCRIPTIVE WORDS,produces; doesn't produce,,light
eaglach,item_1038,DESCRIPTIVE WORDS,produces; doesn't produce,,eaglach_scanraithe
scared,item_1039,DESCRIPTIVE WORDS,produces; doesn't produce,,scared
fada,item_1040,DESCRIPTIVE WORDS,produces; doesn't produce,,fada
long,item_1041,DESCRIPTIVE WORDS,produces; doesn't produce,,long
feargach,item_1042,DESCRIPTIVE WORDS,produces; doesn't produce,,feargach_crosta_olc
angry,item_1043,ANIMALS (Real or toy),produces; doesn't produce,,angry_cross
(is)fearr,item_1044,DESCRIPTIVE WORDS,produces; doesn't produce,,(is)fearr
prefer,item_1045,PEOPLE *or words used in your family,produces; doesn't produce,,prefer
fliuch,item_1046,DESCRIPTIVE WORDS,produces; doesn't produce,,fliuch
wet,item_1047,DESCRIPTIVE WORDS,produces; doesn't produce,,wet
folamh,item_1048,DESCRIPTIVE WORDS,produces; doesn't produce,,folamh
empty,item_1049,DESCRIPTIVE WORDS,produces; doesn't produce,,empty
fuar,item_1050,DESCRIPTIVE WORDS,produces; doesn't produce,,fuar
cold,item_1051,CLOTHES,produces; doesn't produce,,cold
gaofar,item_1052,DESCRIPTIVE WORDS,produces; doesn't produce,,gaofar
windy,item_1053,DESCRIPTIVE WORDS,produces; doesn't produce,,windy
gearr,item_1054,DESCRIPTIVE WORDS,produces; doesn't produce,,gearr
short,item_1055,DESCRIPTIVE WORDS,produces; doesn't produce,,short
glan,item_1056,DESCRIPTIVE WORDS,produces; doesn't produce,,glan
clean,item_1057,CLOTHES,produces; doesn't produce,,clean
glas,item_1058,DESCRIPTIVE WORDS,produces; doesn't produce,,glas_uaine
green,item_1059,DESCRIPTIVE WORDS,produces; doesn't produce,,green
gleoite,item_1060,DESCRIPTIVE WORDS,produces; doesn't produce,,gleoite
pretty,item_1061,PEOPLE *or words used in your family,produces; doesn't produce,,pretty
glic,item_1062,DESCRIPTIVE WORDS,produces; doesn't produce,,glic_cliste
clever,item_1063,CLOTHES,produces; doesn't produce,,clever
imithe,item_1064,DESCRIPTIVE WORDS,produces; doesn't produce,,imithe
(all)gone,item_1065,DESCRIPTIVE WORDS,produces; doesn't produce,,(all)gone
mall,item_1066,DESCRIPTIVE WORDS,produces; doesn't produce,,mall
slow,item_1067,DESCRIPTIVE WORDS,produces; doesn't produce,,slow
míshlachtmhar,item_1068,DESCRIPTIVE WORDS,produces; doesn't produce,,míshlachtmhar
messy,item_1069,DESCRIPTIVE WORDS,produces; doesn't produce,,messy
mór,item_1070,DESCRIPTIVE WORDS,produces; doesn't produce,,mór
big,item_1071,DESCRIPTIVE WORDS,produces; doesn't produce,,big
nua,item_1072,DESCRIPTIVE WORDS,produces; doesn't produce,,nua
new,item_1073,DESCRIPTIVE WORDS,produces; doesn't produce,,new
ocrach,item_1074,OUTSIDE THINGS,produces; doesn't produce,,ocrach
hungry,item_1075,DESCRIPTIVE WORDS,produces; doesn't produce,,hungry
oráiste,item_1076,OUTSIDE THINGS,produces; doesn't produce,,oráiste
orange,item_1077,OUTSIDE THINGS,produces; doesn't produce,,orange
ramhar,item_1078,DESCRIPTIVE WORDS,produces; doesn't produce,,ramhar
fat,item_1079,DESCRIPTIVE WORDS,produces; doesn't produce,,fat
salach,item_1080,DESCRIPTIVE WORDS,produces; doesn't produce,,salach
dirty,item_1081,DESCRIPTIVE WORDS,produces; doesn't produce,,dirty
sean,item_1082,DESCRIPTIVE WORDS,produces; doesn't produce,,sean
old,item_1083,OUTSIDE THINGS,produces; doesn't produce,,old
sona,item_1084,DESCRIPTIVE WORDS,produces; doesn't produce,,sona_sásta
happy,item_1085,DESCRIPTIVE WORDS,produces; doesn't produce,,happy
tapa,item_1086,TOYS,produces; doesn't produce,,tapa_sciobtha
fast,item_1087,DESCRIPTIVE WORDS,produces; doesn't produce,,fast
tartmhar,item_1088,TOYS,produces; doesn't produce,,tartmhar
thirsty,item_1089,TOYS,produces; doesn't produce,,thirsty
te,item_1090,TOYS,produces; doesn't produce,,te
hot,item_1091,DESCRIPTIVE WORDS,produces; doesn't produce,,hot
tinn,item_1092,TOYS,produces; doesn't produce,,tinn_breoite
sick,item_1093,DESCRIPTIVE WORDS,produces; doesn't produce,,sick
tirim,item_1094,TOYS,produces; doesn't produce,,tirim
dry,item_1095,DESCRIPTIVE WORDS,produces; doesn't produce,,dry
trom,item_1096,TOYS,produces; doesn't produce,,trom
heavy,item_1097,DESCRIPTIVE WORDS,produces; doesn't produce,,heavy
tuirseach,item_1098,TOYS,produces; doesn't produce,,tuirseach_traochta
tired,item_1099,TOYS,produces; doesn't produce,,tired
uafásach,item_1100,DESCRIPTIVE WORDS,produces; doesn't produce,,uafásach_gohainnis
yucky,item_1101,DESCRIPTIVE WORDS,produces; doesn't produce,,yucky
ullamh,item_1102,DESCRIPTIVE WORDS,produces; doesn't produce,,ullamh_réidh
ready,item_1103,DESCRIPTIVE WORDS,produces; doesn't produce,,ready
am,item_1104,WORDS ABOUT TIME,produces; doesn't produce,,am
time,item_1105,WORDS ABOUT TIME,produces; doesn't produce,,time
amárach,item_1106,WORDS ABOUT TIME,produces; doesn't produce,,amárach
tomorrow,item_1107,WORDS ABOUT TIME,produces; doesn't produce,,tomorrow
anocht,item_1108,WORDS ABOUT TIME,produces; doesn't produce,,anocht
tonight,item_1109,WORDS ABOUT TIME,produces; doesn't produce,,tonight
anois,item_1110,WORDS ABOUT TIME,produces; doesn't produce,,anois
now,item_1111,WORDS ABOUT TIME,produces; doesn't produce,,now
arball,item_1112,WORDS ABOUT TIME,produces; doesn't produce,,arball_niosdéanaí
later,item_1113,WORDS ABOUT TIME,produces; doesn't produce,,later
inné,item_1114,WORDS ABOUT TIME,produces; doesn't produce,,inné
yesterday,item_1115,WORDS ABOUT TIME,produces; doesn't produce,,yesterday
inniu,item_1116,WORDS ABOUT TIME,produces; doesn't produce,,inniu
today,item_1117,WORDS ABOUT TIME,produces; doesn't produce,,today
lá,item_1118,WORDS ABOUT TIME,produces; doesn't produce,,lá
day,item_1119,WORDS ABOUT TIME,produces; doesn't produce,,day
maidin,item_1120,WORDS ABOUT TIME,produces; doesn't produce,,maidin
morning,item_1121,WORDS ABOUT TIME,produces; doesn't produce,,morning
oíche,item_1122,WORDS ABOUT TIME,produces; doesn't produce,,oíche
night,item_1123,WORDS ABOUT TIME,produces; doesn't produce,,night
taréis,item_1124,WORDS ABOUT TIME,produces; doesn't produce,,taréis
after,item_1125,WORDS ABOUT TIME,produces; doesn't produce,,after
tráthnóna,item_1126,WORDS ABOUT TIME,produces; doesn't produce,,tráthnóna
afternoon,item_1127,WORDS ABOUT TIME,produces; doesn't produce,,afternoon
a,item_1128,ANIMALS (Real or toy),produces; doesn't produce,,a
his,item_1129,PEOPLE *or words used in your family,produces; doesn't produce,,his
her,item_1130,PEOPLE *or words used in your family,produces; doesn't produce,,her
their,item_1131,TOYS,produces; doesn't produce,,their
ár,item_1132,ANIMALS (Real or toy),produces; doesn't produce,,ár
our,item_1133,OUTSIDE THINGS,produces; doesn't produce,,our
ceann,item_1134,CLOTHES,produces; doesn't produce,,ceann
one,item_1135,OUTSIDE THINGS,produces; doesn't produce,,one
do,item_1136,PEOPLE *or words used in your family,produces; doesn't produce,,do
yoursg,item_1137,PEOPLE *or words used in your family,produces; doesn't produce,,yoursg
é,item_1138,PEOPLE *or words used in your family,produces; doesn't produce,,é_eisean
it(m),item_1139,PEOPLE *or words used in your family,produces; doesn't produce,,it(m)
féin,item_1140,PEOPLE *or words used in your family,produces; doesn't produce,,féin
(my)self,item_1141,PEOPLE *or words used in your family,produces; doesn't produce,,(my)self
í,item_1142,PEOPLE *or words used in your family,produces; doesn't produce,,í_ise
she,item_1143,PEOPLE *or words used in your family,produces; doesn't produce,,she
her,item_1144,PEOPLE *or words used in your family,produces; doesn't produce,,her_A
it,item_1145,PEOPLE *or words used in your family,produces; doesn't produce,,it
iad,item_1146,PEOPLE *or words used in your family,produces; doesn't produce,,iad_iadsan
they,item_1147,TOYS,produces; doesn't produce,,they
them,item_1148,TOYS,produces; doesn't produce,,them
mé,item_1149,PEOPLE *or words used in your family,produces; doesn't produce,,mé
me,item_1150,PEOPLE *or words used in your family,produces; doesn't produce,,me
miseie,item_1151,PEOPLE *or words used in your family,produces; doesn't produce,,miseie
mo,item_1152,PEOPLE *or words used in your family,produces; doesn't produce,,mo
my,item_1153,PEOPLE *or words used in your family,produces; doesn't produce,,my
muid,item_1154,PEOPLE *or words used in your family,produces; doesn't produce,,muid_sinn
we,item_1155,PEOPLE *or words used in your family,produces; doesn't produce,,we_us
sé,item_1156,PEOPLE *or words used in your family,produces; doesn't produce,,sé
hesub,item_1157,PEOPLE *or words used in your family,produces; doesn't produce,,hesub
seo,item_1158,PEOPLE *or words used in your family,produces; doesn't produce,,seo
this,item_1159,TOYS,produces; doesn't produce,,this
sí,item_1160,PEOPLE *or words used in your family,produces; doesn't produce,,sí
shesub,item_1161,PEOPLE *or words used in your family,produces; doesn't produce,,shesub
siad,item_1162,PEOPLE *or words used in your family,produces; doesn't produce,,siad
they,item_1163,TOYS,produces; doesn't produce,,they_A
sibh,item_1164,PEOPLE *or words used in your family,produces; doesn't produce,,sibh_sibhse
youpl,item_1165,PEOPLE *or words used in your family,produces; doesn't produce,,youpl
sin,item_1166,PEOPLE *or words used in your family,produces; doesn't produce,,sin_san
that,item_1167,TOYS,produces; doesn't produce,,that
tú,item_1168,TOYS,produces; doesn't produce,,tú
yousg,item_1169,PEOPLE *or words used in your family,produces; doesn't produce,,yousg
tusa,item_1170,TOYS,produces; doesn't produce,,tusa
agam,item_1171,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,agam
agat,item_1172,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,agat
aige,item_1173,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,aige
aici,item_1174,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,aici
againn,item_1175,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,againn
dom,item_1176,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,dom
duit,item_1177,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,duit
dúinn,item_1178,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,dúinn
liom,item_1179,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,liom
leat,item_1180,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,leat
leis,item_1181,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,leis
leí,item_1182,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,leí
linn,item_1183,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,linn
orm,item_1184,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,orm
ort,item_1185,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,ort
air,item_1186,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,air
uirthi,item_1187,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,uirthi
orainn,item_1188,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,orainn
díom,item_1189,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,díom
díot,item_1190,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,díot
uaim,item_1191,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,uaim
uait,item_1192,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,uait
uaidh,item_1193,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,uaidh
uainn,item_1194,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,uainn
cáil,item_1195,QUESTION WORDS,produces; doesn't produce,,cáil_cáháit
where,item_1196,QUESTION WORDS,produces; doesn't produce,,where
cad,item_1197,QUESTION WORDS,produces; doesn't produce,,cad_céard
what,item_1198,QUESTION WORDS,produces; doesn't produce,,what
cathain,item_1199,QUESTION WORDS,produces; doesn't produce,,cathain
when,item_1200,QUESTION WORDS,produces; doesn't produce,,when
cé,item_1201,QUESTION WORDS,produces; doesn't produce,,cé
who,item_1202,QUESTION WORDS,produces; doesn't produce,,who
céacu,item_1203,QUESTION WORDS,produces; doesn't produce,,céacu_ciacu
which,item_1204,QUESTION WORDS,produces; doesn't produce,,which
cénfáth,item_1205,QUESTION WORDS,produces; doesn't produce,,cénfáth_cadinathaobh_céncúissrl
why,item_1206,QUESTION WORDS,produces; doesn't produce,,why
conas,item_1207,QUESTION WORDS,produces; doesn't produce,,conas_cénchaoi
how,item_1208,QUESTION WORDS,produces; doesn't produce,,how
ag,item_1209,ANIMALS (Real or toy),produces; doesn't produce,,ag
at,item_1210,TOYS,produces; doesn't produce,,at
áit,item_1211,ANIMALS (Real or toy),produces; doesn't produce,,áit
place,item_1212,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,place
ann,item_1213,ANIMALS (Real or toy),produces; doesn't produce,,ann
there,item_1214,TOYS,produces; doesn't produce,,there
ansin,item_1215,ANIMALS (Real or toy),produces; doesn't produce,,ansin
there(inthatplace(,item_1216,TOYS,produces; doesn't produce,,there(inthatplace(
anuas,item_1217,ANIMALS (Real or toy),produces; doesn't produce,,anuas
downward,item_1218,OUTSIDE THINGS,produces; doesn't produce,,downward
aníos,item_1219,ANIMALS (Real or toy),produces; doesn't produce,,aníos
upward,item_1220,PEOPLE *or words used in your family,produces; doesn't produce,,upward
anseo,item_1221,ANIMALS (Real or toy),produces; doesn't produce,,anseo
here,item_1222,PEOPLE *or words used in your family,produces; doesn't produce,,here
ar,item_1223,ANIMALS (Real or toy),produces; doesn't produce,,ar
on,item_1224,OUTSIDE THINGS,produces; doesn't produce,,on
arbarr,item_1225,ANIMALS (Real or toy),produces; doesn't produce,,arbarr_anuasar_inairdear
ontopof,item_1226,OUTSIDE THINGS,produces; doesn't produce,,ontopof
amach,item_1227,ANIMALS (Real or toy),produces; doesn't produce,,amach
out,item_1228,OUTSIDE THINGS,produces; doesn't produce,,out
as,item_1229,ANIMALS (Real or toy),produces; doesn't produce,,as
of,item_1230,OUTSIDE THINGS,produces; doesn't produce,,of
barr,item_1231,ANIMALS (Real or toy),produces; doesn't produce,,barr
top,item_1232,TOYS,produces; doesn't produce,,top
bun,item_1233,PEOPLE *or words used in your family,produces; doesn't produce,,bun
bottom,item_1234,OUTSIDE THINGS,produces; doesn't produce,,bottom
cúl,item_1235,CLOTHES,produces; doesn't produce,,cúl
behind,item_1236,PEOPLE *or words used in your family,produces; doesn't produce,,behind
de,item_1237,PEOPLE *or words used in your family,produces; doesn't produce,,de
off,item_1238,OUTSIDE THINGS,produces; doesn't produce,,off
do,item_1239,OUTSIDE THINGS,produces; doesn't produce,,do
for,item_1240,OUTSIDE THINGS,produces; doesn't produce,,for
faoi,item_1241,ANIMALS (Real or toy),produces; doesn't produce,,faoi
under,item_1242,PEOPLE *or words used in your family,produces; doesn't produce,,under
chun,item_1243,CLOTHES,produces; doesn't produce,,chun_godtí
to,item_1244,TOYS,produces; doesn't produce,,to
ibhfad,item_1245,PEOPLE *or words used in your family,produces; doesn't produce,,ibhfad
far,item_1246,ANIMALS (Real or toy),produces; doesn't produce,,far
i,item_1247,PEOPLE *or words used in your family,produces; doesn't produce,,i_sa
in,item_1248,PEOPLE *or words used in your family,produces; doesn't produce,,in
inaice,item_1249,PEOPLE *or words used in your family,produces; doesn't produce,,inaice
beside,item_1250,PEOPLE *or words used in your family,produces; doesn't produce,,beside
isteach,item_1251,PEOPLE *or words used in your family,produces; doesn't produce,,isteach
inside,item_1252,PEOPLE *or words used in your family,produces; doesn't produce,,inside
lár,item_1253,ANIMALS (Real or toy),produces; doesn't produce,,lár
middle,item_1254,PEOPLE *or words used in your family,produces; doesn't produce,,middle
lasmuigh,item_1255,ANIMALS (Real or toy),produces; doesn't produce,,lasmuigh
outside,item_1256,OUTSIDE THINGS,produces; doesn't produce,,outside
le,item_1257,PEOPLE *or words used in your family,produces; doesn't produce,,le
with,item_1258,PEOPLE *or words used in your family,produces; doesn't produce,,with
ó,item_1259,OUTSIDE THINGS,produces; doesn't produce,,ó
from,item_1260,PEOPLE *or words used in your family,produces; doesn't produce,,from
síos,item_1261,PEOPLE *or words used in your family,produces; doesn't produce,,síos_thios
down,item_1262,OUTSIDE THINGS,produces; doesn't produce,,down
suas,item_1263,PEOPLE *or words used in your family,produces; doesn't produce,,suas_thuas
up,item_1264,PEOPLE *or words used in your family,produces; doesn't produce,,up
taobh,item_1265,TOYS,produces; doesn't produce,,taobh
side,item_1266,PEOPLE *or words used in your family,produces; doesn't produce,,side
thar,item_1267,TOYS,produces; doesn't produce,,thar_thall
over,item_1268,VEHICLES (Real or toy),produces; doesn't produce,,over
timpeall,item_1269,TOYS,produces; doesn't produce,,timpeall
round,item_1270,OUTSIDE THINGS,produces; doesn't produce,,round
transna,item_1271,TOYS,produces; doesn't produce,,transna
across,item_1272,CLOTHES,produces; doesn't produce,,across
a,item_1273,ANIMALS (Real or toy),produces; doesn't produce,,a_an
alán,item_1274,ANIMALS (Real or toy),produces; doesn't produce,,alán_anchuid
alot,item_1275,ANIMALS (Real or toy),produces; doesn't produce,,alot
n,item_1276,ANIMALS (Real or toy),produces; doesn't produce,,n
the,item_1277,ANIMALS (Real or toy),produces; doesn't produce,,the
ana,item_1278,ANIMALS (Real or toy),produces; doesn't produce,,ana
very,item_1279,ANIMALS (Real or toy),produces; doesn't produce,,very
aonceann,item_1280,ANIMALS (Real or toy),produces; doesn't produce,,aonceann_rud
any(thing),item_1281,ANIMALS (Real or toy),produces; doesn't produce,,any(thing)
aon,item_1282,ANIMALS (Real or toy),produces; doesn't produce,,aon_amhain
one,item_1283,ANIMALS (Real or toy),produces; doesn't produce,,one
arís,item_1284,ANIMALS (Real or toy),produces; doesn't produce,,arís
again,item_1285,ANIMALS (Real or toy),produces; doesn't produce,,again
breis,item_1286,ANIMALS (Real or toy),produces; doesn't produce,,breis_tuilleadh
more,item_1287,ANIMALS (Real or toy),produces; doesn't produce,,more
céanna,item_1288,ANIMALS (Real or toy),produces; doesn't produce,,céanna
same,item_1289,ANIMALS (Real or toy),produces; doesn't produce,,same
eile,item_1290,ANIMALS (Real or toy),produces; doesn't produce,,eile
another,item_1291,ANIMALS (Real or toy),produces; doesn't produce,,another
gach,item_1292,ANIMALS (Real or toy),produces; doesn't produce,,gach
each,item_1293,ANIMALS (Real or toy),produces; doesn't produce,,each
gachaon,item_1294,ANIMALS (Real or toy),produces; doesn't produce,,gachaon_uile
every,item_1295,ANIMALS (Real or toy),produces; doesn't produce,,every
gan,item_1296,ANIMALS (Real or toy),produces; doesn't produce,,gan
none,item_1297,ANIMALS (Real or toy),produces; doesn't produce,,none
mórán,item_1298,ANIMALS (Real or toy),produces; doesn't produce,,mórán
many,item_1299,ANIMALS (Real or toy),produces; doesn't produce,,many
na,item_1300,ANIMALS (Real or toy),produces; doesn't produce,,na
píosa,item_1301,ANIMALS (Real or toy),produces; doesn't produce,,píosa
piece,item_1302,ANIMALS (Real or toy),produces; doesn't produce,,piece
ró,item_1303,ANIMALS (Real or toy),produces; doesn't produce,,ró
too,item_1304,ANIMALS (Real or toy),produces; doesn't produce,,too
roinnt,item_1305,ANIMALS (Real or toy),produces; doesn't produce,,roinnt_beagáinín
asome,item_1306,ANIMALS (Real or toy),produces; doesn't produce,,asome
saghas,item_1307,ANIMALS (Real or toy),produces; doesn't produce,,saghas_cineál_sórt
kindof,item_1308,ANIMALS (Real or toy),produces; doesn't produce,,kindof
(ag)iarraidh,item_1309,HELPING VERBS,produces; doesn't produce,,(ag)iarraidh
try(to),item_1310,HELPING VERBS,produces; doesn't produce,,try(to)
(is)féidir,item_1311,HELPING VERBS,produces; doesn't produce,,(is)féidir_ábalta
can,item_1312,HELPING VERBS,produces; doesn't produce,,can
beidh,item_1313,HELPING VERBS,produces; doesn't produce,,beidh
willbe,item_1314,HELPING VERBS,produces; doesn't produce,,willbe
bhfuil,item_1315,HELPING VERBS,produces; doesn't produce,,bhfuil
bhí,item_1316,HELPING VERBS,produces; doesn't produce,,bhí
was,item_1317,HELPING VERBS,produces; doesn't produce,,was
bí,item_1318,HELPING VERBS,produces; doesn't produce,,bí
be,item_1319,HELPING VERBS,produces; doesn't produce,,be
bíonn,item_1320,HELPING VERBS,produces; doesn't produce,,bíonn
am,item_1321,HELPING VERBS,produces; doesn't produce,,am
caithfidh,item_1322,HELPING VERBS,produces; doesn't produce,,caithfidh
hafta,item_1323,HELPING VERBS,produces; doesn't produce,,hafta_haveto
is,item_1324,HELPING VERBS,produces; doesn't produce,,is
(is(copula,item_1325,HELPING VERBS,produces; doesn't produce,,(is(copula
lig(dom(,item_1326,HELPING VERBS,produces; doesn't produce,,lig(dom(
lemme,item_1327,HELPING VERBS,produces; doesn't produce,,lemme_letme
ná,item_1328,HELPING VERBS,produces; doesn't produce,,ná
dont,item_1329,HELPING VERBS,produces; doesn't produce,,dont
ní(hea),item_1330,HELPING VERBS,produces; doesn't produce,,ní(hea)
not,item_1331,HELPING VERBS,produces; doesn't produce,,not
níl,item_1332,HELPING VERBS,produces; doesn't produce,,níl
isn,item_1333,HELPING VERBS,produces; doesn't produce,,isn_t
níor,item_1334,HELPING VERBS,produces; doesn't produce,,níor
didn,item_1335,HELPING VERBS,produces; doesn't produce,,didn_t
raibh,item_1336,HELPING VERBS,produces; doesn't produce,,raibh
tá,item_1337,HELPING VERBS,produces; doesn't produce,,tá
teastaigh,item_1338,HELPING VERBS,produces; doesn't produce,,teastaigh
wanna,item_1339,HELPING VERBS,produces; doesn't produce,,wanna_wantto
ach,item_1340,CLOTHES,produces; doesn't produce,,ach
but,item_1341,CLOTHES,produces; doesn't produce,,but
agus,item_1342,CLOTHES,produces; doesn't produce,,agus_is_leis
and,item_1343,CLOTHES,produces; doesn't produce,,and
ansin,item_1344,CLOTHES,produces; doesn't produce,,ansin
then,item_1345,CLOTHES,produces; doesn't produce,,then
chomh,item_1346,CLOTHES,produces; doesn't produce,,chomh
aso,item_1347,CLOTHES,produces; doesn't produce,,aso
dá,item_1348,CLOTHES,produces; doesn't produce,,dá_má
if,item_1349,CLOTHES,produces; doesn't produce,,if
mar,item_1350,CLOTHES,produces; doesn't produce,,mar
because,item_1351,CLOTHES,produces; doesn't produce,,because
nuair,item_1352,CLOTHES,produces; doesn't produce,,nuair
when,item_1353,CLOTHES,produces; doesn't produce,,when